Species,Common_Name,GP,BM,AFM,MR,RDM,TSP,PC,FWA,FAM,MAM,NB,SDT,GL,SPI,NAC,GIM,GFE,MMC,BG,MGS,DHE,DCA,DPMI,DIN,DFR,DGR,DCE,DMOC,IUCN,SOG,Modifiers,FSSB,MSSB,SSB,Column Name Key,Mating Group Structures Key
Megaptera_novaeangliae,Humpback Whale,11.3,900,32500.0000,0.02769230769,N,Y,1.0,8.0,54.8,54.8,N,N,Y,N,N,Y,N,Y,Y,MBG,N,N,Y,N,N,N,N,N,LC,,SS,0,0,0,,
Meles_meles,European Badger,1.7,0.075,12.0000,0.00625,N,N,3.1,2.5,13.4,12.2,Y,Y,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,Y,Y,Y,Y,LC,,"DI, SS",0,0,0,,
Mellivora_capensis,Honey Badger,2.0,0.21,9.9000,0.02121212121,N,N,1.7,0.8,14.0,30.0,Y,Y,N,N,N,N,N,N,N,SO,N,Y,N,Y,Y,Y,N,N,LC,Y,OG,0,0,0,,
Mephitis_mephitis,Striped Skunk,2.2,0.03319,2.1000,0.0158047619,N,N,5.4,1.7,11.2,11.2,N,N,N,N,N,N,N,N,N,SO,N,N,N,Y,Y,Y,Y,Y,LC,Y,"DI, OG",0,0,0,,
Meriones_unguiculatus,Mongolian Jird,0.8,0.00285,0.0560,0.05089285714,N,N,5.0,0.8,1.9,1.2,N,Y,Y,Y,Y,Y,N,Y,N,MMG,Y,N,N,N,N,Y,N,N,LC,,,0,0,0,,
Mesoplodon_densirostris,Blainville's Beaked Whale,12.0,60.0000,,,Y,Y,1.0,13.0,109.6,109.6,,N,Y,N,Y,Y,N,N,N,HAR,N,N,Y,N,N,N,N,N,LC,,,0,0,0,,
Microcebus_murinus,Gray Mouse Lemur,2.0,0.0059,0.0600,0.09833333333,N,N,2.2,1.4,10.0,8.1,N,N,N,N,Y,N,N,N,N,SO,N,N,N,Y,Y,Y,N,Y,LC,Y,"OG, MC",0,0,0,,
Micromys_minutus,Harvest Mouse,0.7,0.00084,0.0075,0.112,N,N,4.9,0.6,1.5,1.5,N,N,N,N,N,N,N,N,N,SO,Y,N,N,Y,Y,Y,N,N,LC,N,,0,0,0,,
Microtus_agrestis,Field Vole,0.7,0.0022,0.0326,0.06748466258,N,N,4.7,0.6,0.9,1.4,N,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,Y,Y,N,N,LC,N,,0,0,0,,
Microtus_arvalis,Common Vole,0.7,0.0021,0.0250,0.084,N,N,4.2,0.6,0.9,1.9,N,Y,N,Y,N,N,N,N,N,MOP,Y,N,N,N,N,Y,N,Y,LC,N,MC,0,0,0,,
Microtus_californicus,California Vole,0.7,0.0028,0.0434,0.06451612903,N,N,4.4,0.6,0.8,1.4,Y,N,N,Y,N,N,N,N,N,MOP,Y,N,N,N,N,Y,N,N,LC,Y,OG,0,0,0,,
Microtus_montanus,Montane Vole,0.7,0.00389,0.0470,0.08276595745,N,N,5.5,0.5,0.8,0.8,N,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,N,N,N,N,LC,N,,0,0,0,,
Microtus_ochrogaster,Prairie Vole,0.7,0.00294,0.0420,0.07,N,N,3.9,0.7,1.6,1.4,Y,N,N,Y,N,N,N,N,N,MOP,Y,N,N,N,N,N,N,N,LC,N,,0,0,0,,
Alexandromys_oeconomus,Root Vole,0.7,0.00234,0.0520,0.045,N,N,5.6,0.7,1.5,1.5,N,Y,N,Y,N,N,N,N,N,MOP,Y,N,N,N,Y,Y,N,N,LC,Y,OG,0,0,0,,
Microtus_pennsylvanicus,Meadow Vole,0.7,0.0024,0.0440,0.05454545455,N,N,5.2,0.4,1.0,1.1,Y,N,N,N,N,N,N,N,N,SO,Y,N,N,Y,N,Y,Y,N,LC,N,,0,0,0,,
Microtus_townsendii,Townsend's Vole,0.8,0.0025,0.0550,0.04545454545,N,N,4.1,0.5,1.7,1.7,N,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,N,N,N,N,LC,N,,0,0,0,,
Miniopterus_schreibersii,Schreibers's Long-fingered Bat,3.8,0.00286,0.0120,0.2383333333,N,Y,1.0,2.0,12.0,24.3,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,VU,,"DI, MC, AS",0,1,1,,
Miopithecus_talapoin,Angolan Talapoin,5.5,0.17904,0.7750,0.2310193548,N,Y,1.0,5.8,53.9,96.0,Y,N,Y,N,N,Y,Y,Y,Y,VGS,Y,N,Y,Y,Y,Y,N,Y,VU,,,1,1,1,,
Mirounga_angustirostris,Northern Elephant Seal,7.5,34.38177,450.0000,0.07640393333,Y,Y,1.0,0.9,36.0,78.0,N,N,N,N,N,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,LC,N,"MA, DI, AS",1,1,1,,
Mirounga_leonina,Southern Elephant Seal,8.1,39.39297,700.0000,0.05627567143,Y,Y,1.0,0.7,36.0,60.0,N,N,N,N,N,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,LC,N,"MA, DI, AS",0,0,0,,
Monachus_monachus,Mediterranean Monk Seal,10.8,20,270.0000,0.07407407407,Y,Y,1.0,3.9,36.0,,Y,N,N,N,N,N,N,N,N,SO,N,N,Y,N,N,N,N,N,VU,Y,OG,0,0,0,,
Mungos_mungo,Banded Mongoose,2.0,0.035,1.3600,0.02573529412,N,N,3.2,0.8,11.5,11.6,Y,Y,Y,Y,Y,Y,N,Y,N,MMG,N,N,N,Y,Y,N,N,Y,LC,,,0,0,0,,
Muntiacus_muntjak,Red Muntjac,7.0,1.37139,24.0000,0.05714125,Y,Y,1.1,2.1,9.1,11.1,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,Y,Y,N,N,LC,Y,OG,1,1,1,,
Muntiacus_reevesi,Reeves' Muntjac,7.1,1.2,12.5000,0.096,Y,Y,1.0,4.0,6.5,,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,Y,N,N,N,LC,Y,OG,0,1,1,,
Mus_musculus,House Mouse,0.7,0.00106,0.0250,0.0424,N,N,5.8,0.7,1.8,1.4,Y,Y,Y,N,Y,Y,Y,N,N,FEG,Y,N,N,Y,N,Y,N,N,LC,,,1,1,1,,
Mus_spretus,Western Mediterranean Mouse,0.7,0.0013,0.0130,0.09615384615,N,N,5.3,0.6,1.4,1.6,N,Y,N,N,N,N,N,N,N,SO,Y,N,N,Y,Y,Y,N,N,LC,N,,0,0,0,,
Mustela_erminea,Ermine,1.2,0.00345,0.2000,0.01725,N,N,6.7,1.8,3.2,12.2,N,Y,N,N,N,N,N,N,N,SO,N,Y,N,Y,Y,N,N,N,LC,N,DI,0,0,0,,
Mustela_lutreola,European Mink,1.1,0.008,0.5425,0.01474654378,N,N,4.5,2.2,10.8,10.8,N,Y,N,N,N,N,N,N,N,SO,N,Y,Y,Y,N,N,N,N,CR,N,DI,0,0,0,,
Mustela_nigripes,Black-footed Ferret,1.4,0.00739,0.8090,0.00913473424,N,N,3.4,2.0,12.2,12.2,N,Y,N,N,N,N,N,N,N,SO,N,Y,N,N,N,N,N,N,EN,N,,0,0,0,,
Mustela_nivalis,Least Weasel,1.2,0.0015,0.1250,0.012,N,N,5.1,1.7,3.0,4.0,Y,Y,N,N,N,N,N,N,N,SO,N,Y,N,Y,N,N,Y,N,LC,N,,0,0,0,,
Mustela_putorius,European Polecat,1.4,0.0095,0.6575,0.0144486692,N,N,7.9,1.0,10.3,10.7,N,Y,N,N,N,N,N,N,N,SO,N,Y,N,Y,N,N,N,N,LC,N,,0,0,0,,
Myocastor_coypus,Coypu (Nutria),4.4,0.22,6.3000,0.03492063492,N,N,5.3,1.9,5.3,5.1,Y,N,Y,N,N,Y,N,Y,N,MMG,Y,N,N,N,N,N,N,N,LC,,SS,0,0,0,,
Myodes_glareolus,Bank Vole,0.7,0.002,0.0365,0.05479452055,N,N,5.2,0.6,1.7,2.0,N,Y,N,N,N,N,N,N,N,SO,Y,N,N,Y,N,Y,N,N,LC,N,,0,0,0,,
Myotis_bechsteinii,Bechstein's Myotis,2.0,0.00231,0.0110,0.21,N,Y,1.0,,,,N,N,N,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,NT,N,"MA, MC",0,1,1,,
Myotis_daubentonii,Daubenton's Myotis,1.8,0.002,0.0080,0.25,N,Y,1.2,1.2,12.0,10.0,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,LC,,"AS, SS, MC",0,1,1,,
Myotis_lucifugus,Little Brown Myotis,1.9,0.00218,0.0090,0.2422222222,N,Y,1.0,0.9,8.2,12.0,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,EN,,"AS, MC, DI",0,1,1,,
Myotis_myotis,Mouse-eared Myotis,2.4,0.006,0.0240,0.25,N,N,1.5,1.4,15.0,16.7,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,LC,,"AS, MC, SS",0,1,1,,
Myotis_mystacinus,Whiskered Myotis,,1.155,0.0055,210,N,Y,1.0,,12.2,15.2,N,N,N,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,LC,N,"MA, AS, MC, DI",0,1,1,,
Myotis_septentrionalis,Northern Myotis,1.8,0.00168,0.0080,0.21,N,Y,1.0,1.2,12.2,12.2,N,N,N,N,N,N,N,N,N,SO,N,N,N,Y,N,N,N,N,NT,Y,"OG, MC, DI",0,0,0,,
Myotis_sodalis,Indiana Myotis,2.1,0.00453,0.0080,0.56625,N,Y,1.0,1.0,11.9,11.9,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,NT,,"SS, AS, MC, DI",0,0,0,,
Nanger_granti,Grant's Gazelle,6.7,5.21517,52.5000,0.09933657143,Y,Y,1.0,,14.5,18.0,Y,Y,Y,N,N,Y,N,N,Y,HBG,Y,N,N,N,N,N,N,N,LC,,,1,1,1,,
Nasalis_larvatus,Proboscis Monkey,5.5,0.45,9.6370,0.04669502957,Y,Y,1.0,7.1,50.0,60.0,Y,N,Y,N,N,Y,N,N,Y,HBG,Y,N,N,Y,Y,Y,N,N,EN,,,1,1,1,,
Nasua_narica,White-nosed Coati,2.5,0.14,4.4000,0.03181818182,N,N,4.0,4.0,22.0,34.0,N,N,Y,N,Y,Y,N,N,N,HAR,N,N,N,Y,Y,Y,Y,Y,LC,,,0,0,0,,
Nasua_nasua,South American Coati,2.5,0.14491,4.3000,0.0337,N,N,3.7,3.4,26.2,24.3,N,N,Y,N,Y,Y,Y,N,N,FEG,N,N,N,Y,Y,Y,Y,Y,LC,,,0,0,0,,
Neofelis_nebulosa,Clouded Leopard,3.0,0.16649,16.0000,0.010405625,N,N,2.3,3.0,25.1,30.0,,,N,N,N,N,N,N,N,SO,N,Y,N,N,N,N,N,N,VU,N,,0,0,0,,
Neomys_fodiens,Eurasian Water Shrew,0.7,0.00075,0.0168,0.0447761194,N,N,6.0,1.2,5.3,3.5,N,N,N,N,N,N,N,N,N,SO,N,N,Y,Y,N,N,N,Y,LC,N,,0,0,0,,
Neophoca_cinerea,Australian Sealion,14.0,7.14762,77.1000,0.09270583658,Y,Y,1.2,17.0,54.0,72.0,Y,N,Y,N,N,Y,N,N,N,HAR,N,N,Y,N,N,N,N,Y,EN,,"DI, AS",1,1,1,,
Neophocaena_phocaenoides,Indo-Pacific Finless Porpoise,10.8,6.8,42.5000,0.16,N,Y,1.0,10.6,66.0,54.0,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,VU,,SS,0,0,0,,
Neovison_vison,American Mink,1.0,0.0086,0.6450,0.01339534884,Y,N,4.8,1.4,12.0,18.0,N,Y,N,N,N,N,N,N,N,SO,N,Y,Y,Y,N,N,N,N,LC,N,DI,0,0,0,,
Nyctalus_leisleri,Leisler's Noctule,,0.00294,0.0140,0.21,N,N,1.7,0.8,,,N,Y,N,N,N,Y,N,N,Y,HBG,N,N,N,Y,N,N,N,N,LC,Y,"MA, OG, MC, DI",0,1,1,,
Nyctalus_noctula,Noctule,2.1,0.00557,0.0300,0.1856666667,N,N,1.7,0.8,13.8,13.5,N,Y,N,N,N,Y,N,N,Y,HBG,N,N,N,Y,N,N,N,N,LC,Y,"MA, OG, MC, DI",0,1,1,,
Nyctereutes_procyonoides,Raccoon dog,2.1,0.11,7.7500,0.01419354839,N,N,6.4,1.7,10.9,10.1,N,Y,N,Y,N,N,N,N,N,MOP,N,Y,N,Y,Y,N,Y,N,LC,N,,0,0,1,,
Nycticebus_coucang,Sunda Slow Loris,6.4,0.05047,0.7425,0.06797306397,N,Y,1.1,6.0,20.6,22.0,Y,Y,N,Y,Y,N,N,N,N,MOP,Y,N,N,Y,Y,Y,N,Y,EN,Y,"SMG, OG",0,0,0,,
Octodon_degus,Degu,3.0,0.01419,0.2250,0.06306666667,N,N,5.3,1.0,3.3,3.3,N,N,Y,Y,Y,Y,N,N,N,HAR,Y,N,N,N,Y,Y,N,N,LC,,,1,1,1,,
Odobenus_rosmarus,Walrus,11.9,60.6,1000.0000,0.0606,Y,Y,1.2,27.0,96.0,120.0,N,N,N,N,N,Y,Y,N,Y,SSG,N,N,Y,N,N,N,N,Y,VU,Y,"OG, AS, MA",0,1,1,,
Odocoileus_hemionus,Mule Deer,6.8,3.35,50.0000,0.067,Y,N,1.6,3.5,18.0,18.0,N,N,Y,N,Y,Y,Y,N,Y,SSG,Y,N,N,N,N,N,N,N,LC,,SS,1,1,1,,
Odocoileus_virginianus,White-tailed Deer,6.6,2.85,55.0000,0.05181818182,Y,N,1.6,4.0,16.0,18.0,N,Y,Y,N,Y,Y,Y,N,Y,SSG,Y,N,N,N,Y,Y,N,Y,LC,,,1,1,1,,
Ondatra_zibethicus,Common Muskrat,0.9,0.02199,1.2500,0.017592,N,N,6.6,0.9,9.5,9.5,Y,Y,N,N,N,N,N,N,N,SO,Y,N,Y,N,N,N,N,Y,LC,N,,0,0,0,,
Orcinus_orca,Killer Whale,16.0,170,2500.0000,0.068,Y,Y,1.0,14.5,150.0,180.0,N,N,Y,Y,Y,Y,N,Y,N,MMG,N,Y,Y,N,N,N,N,N,DD,,,0,1,1,,
Oreamnos_americanus,Mountain Goat,6.3,3.08081,67.5000,0.04564162963,N,Y,1.4,3.1,30.4,30.4,N,N,Y,N,N,Y,Y,N,Y,SSG,Y,N,N,N,N,N,N,N,LC,,,0,0,0,,
Oreotragus_oreotragus,Klipspringer,7.2,1.13,13.2000,0.08560606061,N,Y,1.0,4.6,12.2,12.2,Y,Y,N,Y,N,N,N,N,N,MOP,Y,N,N,N,Y,Y,N,N,LC,N,,0,0,0,,
Ornithorhynchus_anatinus,Platypus,0.7,,1.1000,,N,N,2.0,4.0,21.5,18.3,N,Y,N,N,N,N,N,N,N,SO,N,N,Y,Y,N,N,N,N,NT,N,,0,0,0,,
Orycteropus_afer,Aardvark,7.7,1.7,52.5000,0.03238095238,N,Y,1.1,3.4,25.2,24.3,N,Y,N,N,N,N,N,N,N,SO,N,N,N,Y,N,N,N,N,LC,N,,0,0,0,,
Oryctolagus_cuniculus,European Rabbit,1.0,0.03911,2.2500,0.01738222222,N,N,4.0,0.7,3.5,3.5,Y,Y,Y,N,N,Y,N,N,N,HAR,Y,N,N,N,N,N,N,N,EN,,SS,1,1,1,,
Oryx_gazella,Gemsbok,8.5,,200.0000,,N,Y,1.0,5.0,23.0,18.3,Y,Y,Y,N,N,Y,N,Y,N,MMG,Y,N,N,N,N,Y,N,N,LC,,SS,0,0,0,,
Oryx_leucoryx,Arabian Oryx,8.0,,62.0000,,N,Y,1.0,4.5,24.4,18.3,Y,Y,Y,Y,N,Y,N,N,N,HAR,Y,N,N,N,N,Y,N,N,VU,,SS,0,0,0,,
Otaria flavescens,South American Sealion,10.4,12.81999,144.0000,0.08902770833,Y,Y,1.0,9.0,48.7,66.0,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,Y,LC,,SS,0,0,0,,
Otocyon_megalotis,Bat-eared Fox,2.3,0.1207,4.3000,0.02806976744,N,N,3.0,1.4,8.5,8.5,N,Y,N,Y,Y,N,N,N,N,MOP,N,N,N,Y,Y,N,N,Y,LC,Y,OG,0,0,0,,
Ovibos_moschatus,Muskox,8.0,10.7,290.0000,0.03689655172,N,Y,1.0,12.0,36.0,36.0,N,N,Y,N,Y,Y,N,N,Y,HBG,Y,N,N,N,N,N,N,N,LC,,,1,1,1,,
Ovis_ammon,Argali,5.4,4,90.0000,0.04444444444,N,Y,1.0,4.0,30.0,27.4,N,N,Y,N,N,Y,Y,Y,Y,VGS,Y,N,N,N,N,N,N,N,NT,,,0,1,1,,
Ovis_canadensis,Bighorn Sheep,5.9,3.6,59.0000,0.06101694915,Y,Y,1.2,4.8,25.0,18.0,N,N,Y,N,N,Y,Y,Y,Y,VGS,Y,N,N,N,N,N,N,N,LC,,,1,1,1,,
Ovis_dalli,Dall's Sheep,5.7,3.65,56.8000,0.06426056338,N,Y,1.2,4.1,18.0,23.1,N,N,Y,N,N,Y,Y,Y,Y,VGS,Y,N,N,N,N,N,N,N,LC,,,1,1,1,,
Ovis_gmelini,Red Sheep,5.2,3,40.0000,0.075,Y,Y,1.2,6.1,18.3,29.0,N,N,Y,N,N,Y,,,,#N/A,Y,N,N,N,N,N,N,N,NT,,,1,1,1,,
Pan_paniscus,Bonobo,7.7,1.39953,31.0000,0.04514612903,N,Y,1.0,36.0,144.0,120.0,Y,N,Y,Y,Y,Y,N,Y,N,MMG,Y,N,N,N,Y,Y,N,Y,EN,,,1,1,1,,
Pan_troglodytes,Common Chimpanzee,7.7,1.74502,35.0000,0.04985771429,Y,Y,1.1,54.0,90.0,90.0,Y,Y,Y,N,Y,Y,N,Y,N,MMG,Y,Y,N,Y,Y,Y,N,Y,EN,,,1,1,1,,
Panthera_leo,Lion,3.6,1.5,126.0000,0.0119047619,Y,N,2.8,6.9,36.5,26.0,Y,Y,Y,Y,Y,Y,N,N,Y,HBG,N,Y,N,N,N,N,Y,N,VU,,SS,1,1,1,,
Panthera_onca,Jaguar,3.3,0.8173,65.0000,0.01257384615,N,N,2.0,5.5,27.0,30.0,Y,Y,N,N,N,N,N,N,N,SO,N,Y,N,N,N,N,N,N,NT,N,,0,0,0,,
Panthera_pardus,Leopard,3.2,0.55339,53.0000,0.01044132075,N,N,2.1,3.9,31.2,25.7,Y,Y,N,N,N,N,N,N,N,SO,N,Y,N,N,N,N,N,N,VU,N,,0,0,0,,
Panthera_tigris,Tiger,3.4,1.2,117.5000,0.01021276596,N,N,2.9,6.0,42.3,47.2,Y,Y,N,N,N,N,N,N,N,SO,N,Y,N,N,N,N,N,N,EN,N,,0,0,0,,
Panthera_uncia,Snow leopard,3.3,0.4426,34.0000,0.01301764706,N,N,2.2,2.3,26.2,24.3,N,Y,N,N,N,N,N,N,N,SO,N,Y,N,N,N,N,N,N,VU,N,,0,0,0,,
Papio_cynocephalus,Yellow Baboon,6.0,0.76,10.5000,0.07238095238,Y,Y,1.0,13.0,60.0,96.0,Y,N,Y,N,N,Y,N,Y,N,MMG,Y,Y,N,Y,Y,Y,N,N,LC,,,1,1,1,,
Papio_hamadryas,Hamadryas Baboon,5.8,0.86,12.5000,0.0688,Y,Y,1.0,10.0,52.8,72.0,Y,N,Y,N,N,Y,N,N,N,HAR,Y,Y,N,Y,Y,Y,N,N,LC,,SS,1,1,1,,
Papio_ursinus,Chacma Baboon,6.2,0.7,16.0000,0.04375,Y,Y,1.0,,75.0,58.7,Y,N,Y,N,Y,Y,N,Y,N,MMG,Y,N,Y,Y,Y,Y,N,Y,LC,,,1,1,1,,
Pecari_tajacu,Collared Peccary,4.8,0.61853,22.0000,0.028115,N,N,1.6,1.4,10.8,11.9,Y,Y,Y,N,Y,Y,N,Y,N,MMG,Y,N,N,Y,Y,Y,N,Y,LC,,,1,1,1,,
Peromyscus_californicus,California Deermouse,0.7,0.00431,0.0440,0.09795454545,N,N,2.7,1.0,1.5,1.7,Y,Y,N,Y,N,N,N,N,N,MOP,Y,N,N,Y,Y,Y,N,N,LC,N,,0,0,0,,
Peromyscus_leucopus,White-footed Deermouse,0.8,0.0018,0.0215,0.08372093023,N,N,4.3,0.7,1.5,1.5,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,Y,N,Y,N,N,LC,N,,0,0,0,,
Peromyscus_maniculatus,North American Deermouse,0.8,0.00173,0.0225,0.07688888889,N,N,4.8,0.7,1.6,1.6,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,Y,N,Y,N,N,LC,N,,0,0,0,,
Peromyscus_polionotus,Oldfield Deermouse,0.8,0.00154,0.0205,0.07512195122,N,N,3.6,0.8,1.0,1.0,,Y,N,,N,N,N,N,N,SO,Y,N,N,N,Y,Y,N,N,LC,N,,0,0,0,,
Petaurus_breviceps,Sugar Glider,0.6,0.00018,0.0975,0.001846153846,N,N,1.8,4.0,9.3,15.2,Y,Y,Y,Y,Y,Y,N,Y,N,MMG,N,N,N,Y,Y,Y,N,Y,LC,,,0,0,0,,
Phacochoerus_aethiopicus,Desert Warthog,5.5,0.69195,50.0000,0.013839,Y,N,3.2,3.5,19.9,21.0,,,,,,,,,,#N/A,Y,N,N,N,Y,Y,Y,Y,LC,#N/A,,1,1,1,,
Phacochoerus_africanus,Common Warthog,5.5,0.6600,62.5000,0.01056,Y,N,2.5,2.8,18.0,18.0,Y,N,Y,N,Y,Y,Y,N,Y,SSG,Y,N,N,N,Y,Y,Y,Y,LC,,SS,0,0,0,,
Pagophilus_groenlandicus,Harp Seal,8.1,4,127.0000,0.03149606299,N,Y,1.0,0.4,66.0,90.0,N,N,N,N,N,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,LC,Y,"DI, MA, AS, OG",0,0,0,,
Phoca_vitulina,Harbor Seal,8.5,10.5,100.0000,0.105,N,Y,1.0,0.8,54.0,72.0,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,LC,,"DI, AS",1,1,1,,
Phocarctos_hookeri,New Zealand Sealion,8.5,7.0000,127.5000,0.05490196078,Y,Y,1.0,11.0,42.0,,N,N,N,N,N,Y,N,Y,N,MMG,N,Y,Y,N,N,N,N,N,EN,Y,"DI, MA, AS, OG",1,1,1,,
Phocoena_phocoena,Harbor Porpoise,10.5,7.5,60.0000,0.125,N,Y,1.0,10.4,39.2,44.7,N,N,Y,N,Y,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,LC,,SS,1,1,1,,
Phocoenoides_dalli,Dall's Porpoise,11.3,11.3,105.0000,0.1076190476,Y,Y,1.0,10.1,49.2,57.0,N,N,Y,N,Y,Y,N,Y,N,MMG,N,N,Y,N,N,N,N,N,LC,,SS,0,0,0,,
Phodopus_sungorus,Striped Desert Hamster,0.6,0.00204,0.0235,0.08680851064,N,N,5.7,0.7,1.4,1.4,N,Y,N,Y,N,N,N,N,N,MOP,Y,N,N,Y,N,Y,N,N,LC,N,,0,0,0,,
Phyllostomus_hastatus,Greater Spear-nosed Bat,4.1,0.01594,0.0950,0.1677894737,N,Y,1.0,2.4,16.0,,N,N,Y,N,N,Y,N,N,N,HAR,Y,N,N,Y,Y,Y,N,Y,LC,,MC,0,0,0,,
Physeter_macrocephalus,Sperm Whale,15.3,1000,15000.0000,0.06666666667,Y,Y,1.0,24.0,108.0,210.0,N,N,Y,N,Y,Y,Y,N,Y,SSG,N,N,Y,N,N,N,N,N,VU,,SS,0,1,1,,
Pipistrellus_kuhlii,Kuhl's Pipistrelle,1.5,0.001575,0.0075,0.21,N,N,1.7,2.0,4.0,,N,N,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,LC,,"MC, DI",0,0,0,,
Pipistrellus_nathusii,Nathusius's Pipistrelle,,0.00231,0.0110,0.21,N,N,1.7,,3.5,3.5,N,Y,N,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,LC,Y,"MA, OG, MC, DI",0,0,0,,
Pipistrellus_pipistrellus,Common Pipistrelle,1.5,0.00128,0.0065,0.1969230769,N,N,1.4,1.2,13.0,24.0,N,Y,Y,N,N,Y,N,Y,N,MMG,N,N,N,Y,N,N,N,N,LC,,"AS, SS, MC, DI",0,1,1,,
Pipistrellus_pygmaeus,Soprano Pipistrelle,1.4,0.0011,0.0060,0.1875,N,N,1.7,1.4,5.5,15.2,N,N,N,N,N,N,N,N,N,SO,N,N,N,Y,N,N,N,N,LC,N,"MC, DI",0,0,0,,
Plecotus_auritus,Brown Long-eared Bat,2.2,0.00209,0.0080,0.26125,N,N,1.2,1.4,11.7,12.2,N,N,Y,N,N,Y,Y,N,N,FEG,N,N,N,Y,N,N,N,N,LC,,"SMG, MC",0,1,1,,
Pongo_abelii,Sumatran Orangutan,8.5,1.6719,37.5000,0.0445848,Y,Y,1.1,84.0,126.0,144.0,Y,N,N,N,N,N,N,N,N,SO,Y,N,N,Y,Y,Y,N,Y,CR,Y,OG,1,1,1,,
Pongo_pygmaeus,Bornean Orangutan,8.5,1.6442,37.5000,0.04384533333,Y,Y,1.1,84.0,126.0,144.0,Y,N,N,N,N,N,N,N,N,SO,Y,N,N,Y,Y,Y,N,Y,CR,Y,OG,1,1,1,,
Potamochoerus_porcus,Red River Hog,4.1,0.75,60.0000,0.0125,Y,N,3.0,3.0,21.0,21.0,N,Y,Y,N,N,Y,N,N,N,HAR,Y,N,N,N,Y,Y,Y,Y,LC,,,0,0,0,,
Prionailurus_bengalensis,Leopard Cat,2.2,0.102,4.1000,0.02487804878,N,N,2.5,,10.0,10.0,Y,Y,N,N,N,N,N,N,N,SO,N,Y,N,Y,N,N,N,N,LC,N,,0,0,0,,
Procavia_capensis,Rock Hyrax,7.6,0.195,3.6000,0.05416666667,N,N,2.5,3.0,16.7,16.7,N,Y,Y,Y,Y,Y,N,N,N,HAR,Y,N,N,N,Y,Y,N,N,LC,,SS,0,0,0,,
Piliocolobus_badius,Western Red Colobus,6.6,,7.5000,,N,Y,1.0,25.0,49.4,49.1,Y,,Y,N,N,Y,N,Y,N,MMG,Y,N,N,N,Y,Y,N,N,EN,,,0,0,1,,
Procyon_lotor,Raccoon,2.1,0.08246,5.5500,0.01485765766,N,N,3.1,3.8,12.2,12.2,Y,Y,N,N,N,N,N,N,N,SO,N,N,Y,Y,Y,Y,Y,Y,LC,Y,OG,1,1,1,,
Propithecus_diadema,Diademed Sifaka,6.0,0.13499,6.2500,0.0215984,N,Y,1.0,8.7,54.0,56.1,N,Y,Y,N,N,Y,N,Y,N,MMG,Y,N,N,N,Y,Y,N,N,CR,,,0,0,0,,
Propithecus_verreauxi,Verreaux's Sifaka,5.5,0.10265,2.9000,0.03539655172,N,Y,1.0,5.9,31.5,30.4,N,Y,Y,Y,Y,Y,N,Y,N,MMG,Y,N,N,N,Y,Y,N,N,CR,,,1,1,1,,
Psammomys_obesus,Fat Sand Rat,0.8,0.0062,0.1450,0.04275862069,N,N,4.8,0.5,4.5,4.5,Y,Y,N,N,N,N,N,N,N,SO,Y,N,N,N,Y,Y,N,N,LC,N,,0,0,0,,
Pseudocheirus_peregrinus,Common Ringtail Possum,0.7,0.00029,0.9500,0.0003052631579,N,N,1.9,6.0,13.0,12.5,Y,Y,N,Y,N,N,N,N,N,MOP,Y,N,N,N,Y,N,N,N,LC,N,MC,0,0,0,,
Pseudorca_crassidens,False Killer Whale,15.4,80,1050.0000,0.07619047619,Y,Y,1.0,18.3,104.0,112.0,Y,N,Y,N,Y,Y,N,Y,N,MMG,N,Y,Y,N,N,N,N,N,NT,,,0,0,0,,
